ID,wavelet-LHL_glcm_ClusterProminence,wavelet-HLL_firstorder_Maximum,wavelet-HHH_glcm_DifferenceEntropy,deep_feat_0,deep_feat_4,deep_feat_228
00108344,0.6332341056068734,0.5561580657958984,0.9897935600566692,9.36965,0.70203257,2.024956
00110686,0.5833993022950803,0.3920080661773681,0.9874288509772836,8.006358,1.4789389,1.0303289
00110778,0.5813768579831102,0.7243298292160034,0.9968251827718044,13.181514,1.5705266,0.0
130758,0.5997630234268712,1.0769332647323608,0.989367087284978,12.45055,1.4558244,0.0
159110,0.5968505286893815,0.6448628902435303,0.9946485105804403,15.492795,0.32553646,0.0
172672,0.5893011658932104,0.9137468934059144,0.9988280290625852,13.728209,0.57179266,0.0
186073,0.6268602924930554,0.6612980365753174,0.9961727183766848,12.38098,4.4949584,1.3768691
196730,0.6108248172636903,0.8137212991714478,0.9964832846839332,11.913887,1.6601179,0.0
212613,0.6226298541945466,0.8120545744895935,0.9944756576437256,15.16598,0.10010351,0.0
221840,0.5645660048947524,0.9557793140411376,0.9919677845130468,5.6082788,1.9245228,0.0
222809,0.5437765373755901,1.487066388130188,0.9893400148119358,5.373628,2.6238735,3.3520088
225724,0.5288438884329258,1.7496986389160156,0.9887344618126463,8.648218,3.671218,3.4261613
236964,0.5565379135915344,0.971291184425354,0.9995735129645557,15.708106,1.8808323,0.0
249276,0.5767651770657977,1.2447115182876587,0.99011260811595,7.341174,1.8802576,6.1441135
252693,0.6034310326963369,0.7958630919456482,0.9966346671074924,11.436529,1.7445729,0.9205128
259769,0.5330158219393988,1.6850887537002563,0.9893380116809616,3.0210128,3.478149,7.4298735
261101,0.5529031599035341,1.1607341766357422,0.9976185085682228,8.605044,2.6750002,2.5445662
265412,0.559579685185013,1.8040920495986936,0.9980240197313012,10.901686,1.3980205,0.0
266882,0.5456330138895744,1.662747144699097,0.9905268085178436,10.811185,3.0089648,2.3261118
278994,0.541117226258062,1.7741581201553345,0.990962475013787,5.119011,4.6606984,0.3459714
281199,0.5377140140460606,1.7187873125076294,0.9878527487535392,7.424206,3.1516833,3.2291107
281844,0.5752378213709484,0.9973724484443665,0.9979751441799066,12.952559,0.0,0.0
281979,0.567305788623803,1.2421836853027344,0.9982224242928356,14.270755,0.0,0.0
284436,0.5843836099429436,0.8914980292320251,0.997657555273948,13.871302,0.24501796,0.0
284711,0.614747540513008,1.317885160446167,0.99432750636576,10.73184,1.5998883,0.0
289834,0.6095301305149904,0.7552241086959839,0.9945306271303596,14.327985,0.94252306,0.0
290816,0.5256136521680692,1.5503783226013184,0.9881609018800724,7.5389047,3.6701462,2.4900215
292226,0.5251228306487288,1.1708428859710691,0.9873321743602248,0.0,2.8896797,1.6451437
293486,0.5941734428083358,0.7739052176475525,0.9970990207333694,8.624224,1.6803248,1.6944255
295782,0.5744787662623532,0.6259280443191528,0.9912532158219818,10.785203,1.5511229,0.0
296795,0.5277432612307724,1.0639837980270386,0.9877850749002473,6.465106,5.460801,2.7212498
296849,0.52381067004178,1.2552642822265625,0.9877195167199584,2.9640825,4.4790335,0.0
300651,0.5419986337152127,1.279673457145691,0.9903815088380692,4.7912426,3.9452567,1.845397
300716,0.5994382959044292,0.9112887978553772,0.996237426696126,10.592501,0.94349617,0.0
302119,0.5262863479083867,1.38310706615448,0.9893296531916732,7.3202276,2.33015,5.0460067
302509,0.5274521391500452,1.0588290691375732,0.9888595290426208,3.7140193,3.582509,3.6108785
306820,0.6044759453538207,0.8351906538009644,0.9989733556290784,15.091928,1.6444238,0.0
307367,0.5963177947165191,1.0689513683319092,0.9950306123528552,13.984152,0.043279484,0.0
309843,0.5266798872224407,0.934744954109192,0.98829020209261,5.670258,4.707179,5.310412
310483,0.5445876509856961,1.8801898956298828,0.9896633933993092,1.5165439,3.9322066,3.444171
311040,0.5289474714357082,1.254794359207153,0.9885872049529032,4.380789,5.170642,6.2684774
311143,0.5438238291672458,0.7751752138137817,0.9899963292381676,13.6188965,0.36391228,0.0
311935,0.5834276671613993,1.4627941846847534,0.99824376068731,16.394836,0.5393271,0.0
312133,0.5225146088713979,0.8835801482200623,0.9891958927102228,8.630845,3.106683,4.2060976
312258,0.5250548610208209,1.4702861309051514,0.989067832092396,6.1450515,3.6353822,2.9140968
314069,0.5270887762628728,1.1368658542633057,0.9905565825562088,9.853836,3.9607105,3.7842364
315513,0.5373627164126816,2.4110424518585205,0.9888078794970314,4.300562,4.693891,4.5027742
315827,0.5381667097759844,1.755415439605713,0.9888458690656536,1.2096386,3.1491988,1.9422923
316053,0.5158084181602479,1.5889981985092163,0.9869949108976268,3.5431938,3.6576576,2.3995454
317432,0.5295029836953208,2.47892427444458,0.9888950820649532,3.1322107,5.3336124,2.276637
317540,0.5311843646906509,1.618853211402893,0.9893763056631136,8.908868,4.6731567,4.6953344
317556,0.5102190663750936,1.305383801460266,0.987484840530018,6.6136193,4.1514626,1.7382747
318681,0.5281887229755289,1.4085097312927246,0.9891744699205204,4.4629035,3.3060884,2.2368736
322823,0.5479946595049813,1.1018141508102417,0.9907336282873604,10.370291,1.835403,0.0
323316,0.5505072477646575,1.221189022064209,0.9904211493074312,9.723552,3.0547771,3.637746
324055,0.5215151489331894,1.0687463283538818,0.990698585950664,10.291339,4.0507584,2.9666858
324428,0.522067748647497,0.7222219705581665,0.989047591155806,6.091269,3.971075,4.558307
325763,0.5303309249959753,2.5741608142852783,0.9890226877029168,5.056837,3.7547498,2.8906848
325815,0.5210098011519911,0.9090365767478944,0.9894498469393456,5.375886,2.631182,3.2043295
325920,0.5231756952909999,1.4819105863571167,0.988673074388306,3.1969562,2.4628022,2.7504025
326098,0.5232583321536136,1.0225625038146973,0.9879817979296712,3.5234494,5.435489,2.8648083
326468,0.5373923209013758,1.6943063735961914,0.9905687635723506,9.12502,3.9884582,4.4673767
327861,0.523308226421681,1.3218377828598022,0.9885316121744124,5.987127,4.9730353,1.5907639
328052,0.5230717169195103,1.0398132801055908,0.9881728673302312,7.5524573,2.7057223,3.2543082
328360,0.5213456587522558,1.2576627731323242,0.9877285723792132,3.5396745,2.6214812,3.4782586
328583,0.530343557740104,2.0399389266967773,0.9880903259540308,3.7911325,3.5183935,3.2741332
329494,0.6078237955000383,0.7289639711380005,0.995243632170884,9.646606,2.247849,1.6418871
329675,0.5304687393279899,1.270309329032898,0.9900672573741864,4.573207,1.7516598,2.539846
330854,0.5278816387787466,1.029674410820007,0.9893558070873456,4.1516294,2.8233957,0.7287613
331237,0.6151174969249443,0.6403512954711914,0.99536069631604,14.710865,1.3682295,0.0
332441,0.5331258965122286,1.3311725854873655,0.9888347245229672,5.1443806,2.77934,5.644349
333821,0.6077547666550719,1.1293799877166748,0.9958438464653888,10.337208,1.418653,2.3830123
334896,0.5468489572730186,0.6392807364463806,0.989080300535372,3.543535,2.7883728,0.0
336811,0.5992737059892413,0.7664351463317871,0.995591981093618,10.192777,2.4728005,0.71431714
339201,0.5179416588015925,1.2243945598602295,0.9881500893199672,7.036731,4.461717,4.175169
339454,0.5561179031361193,1.0666652917861938,0.9870870074558142,5.5192637,4.194626,4.25612
339662,0.5316911081457378,1.003384351730347,0.9893670623437932,10.112081,3.7153764,4.033218
339882,0.5406227776138627,1.930991530418396,0.9882623417267464,4.2662573,4.430946,4.868363
343036,0.5124378127367829,1.0520634651184082,0.9870581709145556,5.2152376,3.6898966,3.4079547
344521,0.5215504270711384,1.6784237623214722,0.986612253720608,8.956027,3.6451368,1.9464663
344533,0.532504515260753,1.6918150186538696,0.9895423462258008,8.516814,3.1047528,2.3656225
346580,0.5223903438952148,1.181646466255188,0.988987844911355,8.015627,3.6214955,1.3747848
347326,0.5377098122196118,1.1081500053405762,0.9889130872183534,6.6605325,3.6132956,1.934471
347459,0.6255783642168697,0.8371164202690125,0.9920053112425524,15.928933,0.6346204,0.0
347597,0.5341504567325193,1.247381567955017,0.9881075506439154,4.9972773,4.245268,4.9905324
348119,0.5818451572885374,0.9556537866592408,0.992013089408448,13.560217,0.0,0.0
348138,0.5398613565545585,1.2724617719650269,0.9877046094444216,5.9828935,3.1469767,2.8232381
348802,0.5288223543476145,2.100461959838867,0.9881550655397296,9.471409,4.3049817,3.138752
348855,0.5386610894036917,0.6227169036865234,0.9896799120886116,12.118852,4.2743826,0.8613674
351486,0.5307615167601798,1.5043224096298218,0.9887237596682048,6.0527277,4.094969,2.395531
351874,0.5384511539877367,1.9665721654891968,0.9897450813051812,3.3130903,3.568456,1.1531965
351921,0.5239544627915695,1.7443585395812988,0.9871120686359388,10.886092,5.3560896,4.0259643
352369,0.5217698982656038,0.884427547454834,0.9903210203083386,6.985218,3.377837,3.2952204
352898,0.527915099971114,1.2099769115447998,0.9885517773470432,4.678106,3.4981546,3.3579931
353879,0.5534461012654857,1.6007925271987915,0.9901080688040408,2.29205,5.0574913,4.822935
354616,0.5307081728085342,1.7633973360061646,0.9862884644393244,7.517186,3.653533,4.2456684
360491,0.5443470565181376,1.6622586250305176,0.9880936207678138,7.2893133,3.5246449,3.752854
361217,0.5410168368956301,1.1954315900802612,0.9889915503362384,6.983687,3.0042067,1.1356976
361808,0.5287301590119126,0.86283940076828,0.9885184997352372,7.6627636,2.9009287,3.0450323
363457,0.5344867068813508,1.3576624393463137,0.9893417703838394,12.838564,0.40616658,0.0
364001,0.6126525047679924,0.8874951601028442,0.9945378008376587,12.188709,1.5241133,0.0
366267,0.5374573687334543,1.195717453956604,0.9891233425440784,3.3485305,2.6063123,3.2018714
367853,0.5521729193989292,1.5563231706619265,0.9899159804747182,3.9468012,3.5427759,1.1918594
369108,0.57880529365975,0.8005626797676086,0.9969963348037266,11.90144,1.6331426,0.0
370847,0.5262966974676572,1.1108499765396118,0.9883502544472036,10.493376,2.153778,1.993337
371091,0.5154002999813503,0.9056314826011658,0.987232040902404,9.137923,2.441038,3.7626898
371350,0.5569269865822041,1.540035367012024,0.9870948540406952,4.608336,4.307658,4.0263925
374234zhang2,0.5310724345230947,1.6104629039764404,0.9885660529358334,5.551124,3.3779356,3.3678193
374234zhang3,0.5354182155463509,1.8036268949508667,0.9910938390096942,3.221234,3.0593,2.0247285
375886,0.5386746224975512,1.254942774772644,0.9891665928526464,0.7846608,4.1951275,5.018609
377590,0.5446643238278992,0.8608348965644836,0.9895141719457228,2.1253772,3.807228,4.2262177
377945,0.6006666630964976,0.862369954586029,0.9958675896557536,12.439318,1.3087473,0.001493766
379917,0.5430768323426525,1.959800243377685,0.99047091770705,10.5566435,4.6050076,1.3437095
380177,0.5324378656595203,1.4587388038635254,0.9891416310606856,5.5387774,2.940259,2.598099
380825,0.5411540404606753,1.1520602703094482,0.9895184335498104,4.102963,2.445497,2.8270023
381227,0.593177840985166,0.8070273995399475,0.9876361017291896,9.42868,3.4152532,4.552537
383306,0.6197802737523503,0.8784801959991455,0.9982210727720356,15.241512,0.22090203,0.0
385971,0.5581910054997758,1.216300129890442,0.9983242073624294,8.60337,3.5094848,4.977918
386302,0.5257115295012751,1.0211000442504885,0.9881455458460416,8.502095,2.1108508,1.0263637
392113,0.6041502721493189,0.6358017325401306,0.994537029360096,8.912512,1.5012037,1.227128
393015,0.5620822485060226,2.305541515350342,0.990721628785635,4.296192,2.6614296,3.447058
394619,0.5258449439093302,0.9429214596748352,0.9890860044431882,2.495398,3.512586,4.954576
395095,0.5511841815470551,2.122278213500977,0.9915544822803752,8.589364,2.6889176,0.34328106
395789,0.5262641911562197,1.8230043649673464,0.9891024491611,6.113862,4.233383,1.7444736
396168,0.522719720305074,2.087157726287842,0.9875401345775684,0.23584822,4.4027085,3.9197257
396561,0.528791169811546,1.6407074928283691,0.988524172321346,8.304541,2.830621,0.0
396860,0.5206389740999167,1.5234296321868896,0.9866204530809402,0.83529127,4.242792,2.3270788
396940,0.5276021422403906,1.526264190673828,0.9878723870051396,4.9500365,2.6090615,1.1420566
397184,0.5258514889318266,1.6123313903808594,0.986411150858035,5.6704254,3.7619176,2.7198644
397433,0.5362984430447285,1.6611005067825315,0.989004690332454,5.3810487,3.763126,4.9321423
397471,0.5395656570421867,1.4731017351150513,0.9869285653880578,6.750099,3.4319603,2.0728757
397534,0.5236368348212019,1.9569696187973025,0.988911108806698,5.188447,3.3842573,5.435821
397637,0.5301050379502292,1.7353228330612185,0.9905798238897596,4.2675233,4.2753987,2.5723844
397910,0.5922912234613389,0.7731955647468567,0.994739257836012,12.583638,2.1869788,0.91856384
398270,0.5263854354300052,1.8721270561218264,0.9895333153830432,6.526898,2.8648894,3.0509174
398487,0.5325157674183504,1.1959211826324463,0.9884797606984724,9.545039,2.2008955,0.40946555
398564,0.5308241808267721,1.273473620414734,0.9879729789014072,3.9199996,3.9389527,4.104018
398659,0.601576506073151,0.9570493102073668,0.9956873722505848,12.286157,1.3699335,1.5305585
398665,0.5385565781871695,2.6624231338500977,0.98858346953228,7.889082,4.2126336,4.7376895
398868,0.5234951758462331,1.3910870552062988,0.9897164144974272,6.2170467,3.1691995,2.3941908
399604,0.5302944316190382,1.4656751155853271,0.98941579724485,2.8672671,2.7449467,2.6996093
400923,0.5669390700273937,1.4785343408584597,0.9920911235519032,13.329176,0.34483978,0.0
401439,0.5413311654537931,1.9542988538742063,0.9878720687402816,0.0,4.464142,3.1929452
402959,0.5523968814632065,0.6431695818901062,0.9915094406697093,12.375073,1.9775751,0.0
404668,0.5278935207924836,0.917458474636078,0.9892112965926116,1.4729867,3.4901876,3.7206776
405140,0.5424742855621486,0.7014716267585754,0.9910014035835926,7.738758,3.0060804,1.1634965
405179,0.5199058361034543,1.9840154647827148,0.9874097264646854,9.654352,2.5301864,1.3152349
407482,0.5900017162724744,1.0192564725875854,0.9974390684730656,12.736169,1.6186934,0.0
414091,0.5686923859178283,0.8068315982818604,0.9990948071818652,11.458862,3.840392,4.9126472
414599,0.6010184960712296,1.0472023487091064,0.987946168794536,14.351799,1.8109859,0.0
415451,0.5171232170821295,1.1729141473770142,0.9865497850842369,11.925127,2.9090781,0.0
415568,0.5984935318525438,0.8487592935562134,0.9947257941658366,8.85495,2.0130599,3.0414455
416395,0.5267702626005297,1.0222078561782837,0.9884028715821658,2.9428544,3.3106427,5.1112366
417393,0.5411126326920417,1.0185842514038086,0.9882326890623462,8.2934,3.4773948,0.70020103
417729,0.5233248152168136,1.1880481243133545,0.9891356390954776,8.031642,3.0116854,0.0
419529bai1,0.5356028570258414,1.1842495203018188,0.9884580693157676,7.0112104,2.0160875,4.2900505
419529bai2,0.534290596260944,1.1485570669174194,0.9909773752652468,3.7284667,3.533079,3.005389
420164,0.5929373926881956,0.7598875164985657,0.9957463745675046,12.617796,1.1736743,0.025580302
421912,0.587889675724218,1.0925064086914062,0.9967599732112886,14.7435255,1.2214966,0.0
422560,0.6066485356215259,0.6342885494232178,0.9951150496006614,16.64326,1.060255,0.0
423780,0.5832669725126803,0.7502322196960449,0.9896725164733422,10.809158,2.009255,1.00235
424240,0.5308282391461847,1.297455072402954,0.9882073854544507,6.880937,3.5299764,1.8941075
424763,0.6078813891079358,0.7545649409294128,0.9955604867614268,10.863153,1.573257,0.7287618
427288,0.533996449131596,0.8840075135231018,0.9895962217679706,4.9803405,3.030463,3.6558905
427530,0.5510201473259669,0.5961742401123047,0.9912510093698946,15.156198,4.8458195,0.2656002
427596,0.5913983096850651,0.7700490951538086,0.9957434639875816,9.353528,1.3345085,0.41602337
428029,0.5501598029864941,1.0221246480941772,0.9909420235378252,11.087933,0.5633915,0.0
428394,0.6039984029776886,0.9495813250541688,0.9955357739694334,14.280528,0.867006,0.0
428791,0.5402871957103046,0.9502369165420532,0.9898565470480172,3.8803656,1.7333761,0.4488579
429639,0.5907041396524214,0.9220227003097534,0.9965922591840656,12.468863,0.0,0.0
430108,0.5467660511735051,1.390307068824768,0.989273657261428,15.634607,2.742552,0.0
430533,0.5382417650559871,1.281019687652588,0.9892721649262676,5.4404216,2.2627516,0.0
432180,0.603197715816859,0.6245157718658447,0.9952282786214336,14.260231,0.21804865,0.0
432228,0.6017516661917196,0.7724562883377075,0.9951145634171036,13.950499,1.2314585,1.4911203
435825,0.5301175657062498,1.8202191591262813,0.9894081698324628,4.606372,4.37457,4.833272
435941,0.6096451634608653,0.6230705380439758,0.994860016019084,12.862626,1.2220805,0.0
436258,0.5563166428244342,1.0068409442901611,0.9911856270471884,13.4435215,0.0,0.0
436724,0.5369768733648953,1.3644263744354248,0.9901268947601528,13.605286,1.3048373,0.0
437103,0.526281417227407,1.1049686670303345,0.9887403332495548,2.4813323,3.5244467,1.9530349
437850,0.5993615943107122,0.6970985531806946,0.9957905154686428,10.771617,1.3823814,0.44002396
439380,0.5568294125244674,1.0585644245147705,0.9950530109531892,10.246705,0.41664267,0.21555044
439918,0.5621042669335936,1.0469377040863037,0.9914372147104032,7.53755,2.7411692,1.4717172
439953,0.5320361154375935,1.5838314294815063,0.9893536583190752,4.5083985,3.6640043,2.274087
440051,0.5631312018410793,0.834985077381134,0.9992686880285182,13.26301,2.0049655,1.5207696
440761,0.544513142789932,1.4399337768554688,0.9901741621335358,3.7711167,4.0741663,2.960269
440816,0.6214979471907612,1.509451985359192,0.9950418460458976,13.869711,0.8073922,0.0
442324,0.5118084464072465,1.3001654148101809,0.9879280496813678,8.652465,2.3994827,1.1517771
443087,0.6208006638997839,0.8810709118843079,0.9966144646827378,14.684596,1.0494916,1.5789783
443506,0.5487188225037186,0.6787750124931335,0.9894005553504156,10.691262,3.418328,1.7032673
443981,0.5960258855426305,1.1195615530014038,0.99452168508119,14.5886135,0.20375313,0.0
444112,0.5965572625140412,0.6027573943138123,0.9958646797958448,15.002723,0.6715686,0.0
444423,0.5931860213482195,0.6676710247993469,0.987198750636466,11.797158,0.9182412,0.6627277
444501,0.5482423998501271,0.5823796391487122,0.9921371787330562,5.362015,0.6118949,0.0
444859,0.5983608269379783,0.6162509322166443,0.995647206099189,13.844448,0.467031,0.0
446889,0.5899461307376668,0.940567433834076,0.997929280816187,12.226328,1.5672063,1.8161994
447582,0.5913344771380739,0.503968358039856,0.9921871595602016,9.230222,1.7933261,4.1275644
447898,0.5591610601779089,0.613105058670044,0.9929702006119404,9.191421,3.6770396,2.9740868
449288,0.5329224270525711,1.2344118356704712,0.9884644927731364,8.9335165,3.6258204,3.5225313
449810,0.6147285074762449,0.8092818260192871,0.9950500228710056,14.020276,1.3888303,0.0
449994,0.6030433896464177,0.6951784491539001,0.995073226312916,15.633039,2.24149,0.0
451814,0.5499468899414117,1.3839046955108645,0.9967056225419332,12.211523,2.1648796,0.0
452912,0.6049105451153332,0.8754141926765442,0.9946949056612416,11.581913,2.5903523,1.8273296
457109,0.5462208510565556,0.8094327449798584,0.9874837928999308,10.542866,2.924908,1.1375672
458319,0.5941270276453781,0.801507830619812,0.988465036928275,9.720418,2.3557913,0.0
459531,0.560281412892423,0.6145011782646179,0.990134415063512,17.420008,1.7409055,0.0
461343,0.5990617997083251,0.6617356538772583,0.9963065412166724,13.466747,0.0,0.0
464480,0.6065303311650279,0.7530632615089417,0.995504328577812,11.57051,1.5526717,0.0
464723,0.6213448999355238,1.0524797439575195,0.9935409244735844,13.990989,0.94155186,0.0
464953,0.5889010873962293,0.8578361868858337,0.996151029765893,11.469399,1.988055,0.0
465014,0.5594553025905147,0.8513259887695312,0.9911185766221832,14.493482,4.547859,2.353258
465015,0.547583293123384,1.211677074432373,0.9915460035305328,8.918612,1.3818723,0.0
465094,0.606061056617098,0.9241219758987428,0.9887781062037924,13.308598,1.9663527,0.0
465735,0.5863841403858989,1.0017657279968262,0.9977244967673712,13.950253,1.3864368,0.0
467871,0.5599775811765141,1.3472715616226196,0.9913300360558632,13.11354,2.8216867,0.584731
468709,0.6186078856219971,0.6972575783729553,0.9966925500166371,12.965295,1.342465,0.0
470702,0.5997236202235972,0.7547405958175659,0.9870960332854108,10.424367,2.8913846,2.3027139
473091,0.5544513531508635,1.2672584056854248,0.9914313316487408,12.819351,0.64860123,0.0
475923,0.5497138431765473,0.8053540587425232,0.9915143578682892,11.301235,0.9132371,0.0
482360,0.578785531195246,0.7920302152633667,0.9903908129054476,10.087099,1.7425153,0.7819501
483723,0.6027496306238809,1.0207631587982178,0.9962018959550012,12.516238,2.9189987,1.1119555
483733,0.5769804409755068,0.449455976486206,0.9953605350155604,11.972058,2.0816224,3.3277962
488957,0.5531095489046249,0.7213789820671082,0.9907788578444048,13.101409,2.112541,0.0
489054,0.5602703706127479,0.8755991458892822,0.9929009284647284,9.349643,0.86504275,4.815497
495747,0.5822274547635424,0.9857204556465148,0.9995747814487904,13.063373,0.16970019,1.0816039
496112,0.5976316847929795,0.9318439960479736,0.998988402369708,17.14211,0.0,0.0
501330,0.6202557238324721,0.6116252541542053,0.9964306662472732,17.278994,1.3709948,0.0
503697,0.5867046311130883,0.7801960706710815,0.9995686233189526,12.788283,0.797009,1.4882787
